gene	logFC_DE_Calu3ser2_S2.12h_mock.12h	logCPM	PValue	FDR
LNPEP	0.649595562765389	4.80658142569225	0.00824991190705124	0.0459590806753386
ALAD	-0.462781137475743	4.70626867936188	0.00829451774675251	0.0461811841879442
EID1	-0.451339097016198	7.59498304336971	0.00832205533373166	0.0463080579044235
MPI	-0.371049037837462	5.94157680428238	0.00836036338757059	0.0464638922007434
MCM3AP	0.423862678441666	5.41521804202444	0.00836053867747699	0.0464638922007434
TMCO3	-0.405036284357833	4.39728814818903	0.00836435847905475	0.0464638922007434
PDE8A	0.37185667191335	6.02805302946594	0.00841044690809245	0.0466777113659304
SELO	0.381780854465523	4.7934329901045	0.00841242577391935	0.0466777113659304
UMAD1	-0.402239435464168	4.63948351786721	0.00842099933601283	0.0466987045089813
TMEM161A	-0.383369035656187	4.70658442964836	0.00844910655033218	0.0468279361905562
ATP6V1G2-DDX39B	0.391229978990088	8.67369118061104	0.00846199432261201	0.046872717415423
HARS2	0.360781646678387	6.22583707968477	0.00847041169826914	0.0468926994017183
RRM1	-0.379071138903724	7.22243238988841	0.00848521539281468	0.0469479936802215
SCIN	-0.50253037256256	4.15221184091941	0.00849061913276204	0.0469512455617114
ERAP2	0.406785919684539	6.18221276651832	0.00850407989020977	0.046999022023614
ZNF277	0.446843206923592	4.79840274753951	0.00852033458054441	0.0470621766718002
KRT15	-0.922178462666447	4.7692314242619	0.00853528353511015	0.0471180516329495
EP300	0.760656885360156	5.61138451315622	0.00855840351355095	0.0472189450218496
ACAA2	-0.425815556605184	6.80851065941987	0.00861784395740792	0.0475036195283868
FEM1B	0.380524827855044	5.87026630287738	0.0086197459170906	0.0475036195283868
TMEM245	-0.37098274681245	6.01311196252533	0.00868824259294406	0.0478540548240744
RAB29	-0.394805692451388	4.66167821581927	0.00869464679319901	0.047862287739637
SLC30A9	-0.374509381260138	5.82327501987432	0.00872497929502502	0.0479893114172764
TMX1	-0.38131530105013	6.97588368955028	0.00872756684201775	0.0479893114172764
CD9	-0.404511735165915	7.98861870088099	0.0087326859658324	0.0479903920410936
UVRAG	0.476937400069557	4.55628091331824	0.00875777688068726	0.0481011643998986
RIOK3	0.360909907112664	6.33447974219449	0.00881324227690176	0.0483785467103127
TIAL1	0.41371464147796	6.0041237078033	0.00886992034991015	0.0486622698318931
EDEM3	-0.407125492476801	5.37663950970551	0.00892161622268577	0.0489183557676961
ZNF263	0.390312272094668	5.26814246080814	0.0089490252276135	0.049041060676787
SFXN1	-0.369002945436517	6.14132493722485	0.00896846580495229	0.0491199849058876
TRIM15	0.465298436129818	3.59081630694605	0.00899478722379004	0.0492085346816253
CD59	-0.413970528328155	11.3685792576696	0.00899791889507609	0.0492085346816253
PFDN1	-0.364104393297293	6.62072951500981	0.00899977611420022	0.0492085346816253
COMMD9	-0.385076150497109	5.56518687312249	0.00902461847068167	0.0493167071023966
PLAGL2	0.518147504727236	4.99123492537089	0.00903306435332177	0.0493352069358734
CCDC115	-0.442108796187893	5.36562748839926	0.00904142820474529	0.0493532382799898
ZNF84	0.366619784412646	4.85068606027489	0.00904792390029733	0.0493610576966976
SRSF11	0.385423509730695	6.82964652830477	0.00906836119618993	0.0494448843968991
RPS6KC1	0.371901862419475	4.79678209109189	0.00913712555632696	0.0497919715196375
STK40	0.47713062512755	5.40546566761273	0.00922239806946991	0.0502285803236102
BAG2	-0.383297685060027	5.5798611084996	0.00923648155621947	0.0502771963660434
TMEM131	0.431749317566991	4.68848037117022	0.00925861462332554	0.0503695502024557
ATP6V1C1	-0.370059891593165	5.29753787715128	0.00927297268940068	0.0504195263519059
KLC3	-0.418017435090474	4.09800977858999	0.00927861274492408	0.0504220711539938
THAP1	0.508000316713921	4.23546828316691	0.00931406697584637	0.0505708734936707
REST	0.36758753523545	4.82863946685573	0.00931636976045056	0.0505708734936707
VPS26A	-0.365825991890273	6.82740673889171	0.00932780567785973	0.0506047732629129
GATAD1	0.400245689400196	4.32589458856947	0.00939900684006775	0.0509626905916688
NAMPT	0.394408206878511	7.87028942199139	0.00942040934688262	0.0510503450376646
APOBEC3C	-0.496745823485941	3.36965086217173	0.00945608222748035	0.0511960154100564
PRKCDBP	-0.406399542682812	6.16445518384071	0.00945779297912725	0.0511960154100564
WDR25	0.527226632924918	2.93783219138974	0.00950235769978533	0.0513963766091366
P2RX4	-0.39189807625022	4.46343040329793	0.009505351013055	0.0513963766091366
ZNF330	0.464399180781926	4.58343237814456	0.00951477028500235	0.0514187890845276
ERLIN1	-0.387897893595273	5.43665514601062	0.00953566681664193	0.0515031666456743
USB1	-0.434633242770445	5.22787347098795	0.00956039101063877	0.0516081129361669
HSBP1	-0.519822842060114	7.52284572835988	0.00960792072144497	0.0518359818004245
NDFIP2	-0.368647934565183	5.180815380775	0.00963657068930198	0.0519617962665957
USP38	0.389144821527038	4.91712919276652	0.00965553819252544	0.0520352912321341
PTPN13	0.40754914037693	5.19552328664893	0.00967415904788587	0.0520847754625027
EIF4B	0.39688378626798	8.46441453031516	0.00967540551467765	0.0520847754625027
SYAP1	-0.366546969198444	6.50927209608875	0.00968535395472928	0.0521095561283972
OAZ1	-0.575693875517286	9.11457596547886	0.00971715596685332	0.0522518221295383
CDK12	0.566601709781294	6.90118169404689	0.00974350235998071	0.0523646110845931
IBTK	0.387509666176913	6.48837522501616	0.00977046865719618	0.0524806054760361
CDKN2A	-0.547351246391177	9.37997203200493	0.00978713019253828	0.0525213138635942
FAM53C	0.457523076999006	5.94432483077643	0.00978882216536575	0.0525213138635942
POLR3G	-0.366186459924307	5.04344778138084	0.00982790656444156	0.0527020138045879
ZNF354A	0.433243796567598	3.72129074470786	0.00985516504403774	0.0528130659345079
HSD3B7	-0.402885965562515	4.80674020858698	0.00985945020010302	0.0528130659345079
YIPF5	-0.348695212933226	6.21739861853812	0.00986977794783531	0.0528393548673512
OSBPL11	0.44214727411772	4.33980938036291	0.00992124326130064	0.0530677369602403
ADNP2	0.507605103351634	4.33816078056437	0.00992332387716875	0.0530677369602403
ANKRD9	-0.545450570169739	4.23888835286295	0.010029844557664	0.0536079794915934
SDCBP	-0.389564193057389	7.07106146135472	0.0100582787642162	0.0536699077924014
TMEM25	-0.441750007717807	4.07490421498327	0.010058910475538	0.0536699077924014
SPRED2	0.371607117781365	4.62934420208755	0.0100626531862696	0.0536699077924014
UGP2	-0.391294325144612	7.25395496348201	0.0100652583377549	0.0536699077924014
BTBD3	0.368990980147524	4.96486538861675	0.0100689569547956	0.0536699077924014
SUCLG2	-0.35026611734434	6.08062139096883	0.0101074813887874	0.053845812054256
BRD7	0.357633282284306	6.09817898793123	0.0101388761227256	0.0539583250569867
HADHB	-0.431680411770092	6.80942972709133	0.0101396708897733	0.0539583250569867
GTF2F1	0.383034694585157	6.03088531476563	0.0101709623250486	0.0540941299451442
PRPF39	0.367964270096678	4.83849667038456	0.0101762882674525	0.0540941299451442
PRKDC	-0.515327630998016	6.94209303037219	0.0102095856063308	0.0542415531749966
PARPBP	-0.365220022139702	4.60679761795214	0.0102211744671187	0.0542536838036657
NOTCH3	-0.713390921063438	6.17894395525172	0.0102270778779395	0.0542536838036657
DOCK5	0.392572351468305	5.32353649916545	0.0102338862821951	0.0542536838036657
MKNK2	-0.405143720607829	6.05326313710756	0.0102341290916957	0.0542536838036657
FAM84B	0.387729557608651	8.46223484514707	0.0102556777821348	0.0543383710315392
FBXO9	-0.353032011311808	5.64385072036665	0.0102688510666452	0.0543786143664989
PELO	0.358569761420837	5.71275217868423	0.0103230700102766	0.0546360529479842
PLEKHA2	-0.385525735120596	5.99259205594224	0.0103474360940115	0.0547283896568659
SUCO	0.368401668356849	6.5263606017694	0.0103517438226752	0.0547283896568659
MPC2	-0.534788326786271	6.89654276405486	0.0103946558963083	0.0548880833374398
TMEM14A	-0.404242758978698	5.80262214087741	0.0103962800441687	0.0548880833374398
PNMT	-0.701030343972111	2.13167869924553	0.0103988398732435	0.0548880833374398
ANKRD11	0.436705525396907	6.87589700933561	0.0104208328628266	0.0549744045344677
ZNF335	0.794469662576985	4.78253568789257	0.0104539249809315	0.0551191534013529
HLA-DQB1	-0.361665995816502	5.34608433712504	0.0105479942385776	0.0555850788280505
NPTN	-0.387343284703669	7.483264439344	0.0105685572870473	0.0556633522373983
AFMID	-0.44752788186639	3.58714870761427	0.0106809206242355	0.0562247814069504
ZDHHC24	-0.394463974085997	4.35151108483441	0.0107089975026682	0.0563421568556463
TXNRD1	-0.485953303452655	7.79619385899564	0.0107370864263225	0.05645946902385
PEX6	-0.367109500206858	5.2412531960928	0.0107523605040245	0.0565093059588868
CAMSAP1	0.492988374477644	5.33314304778149	0.0107872200970719	0.0566619659085961
SERP1	-0.389871494292294	8.35516450998291	0.0108370895016294	0.056893260932356
LOC105369438	0.440551987473267	3.71135542493619	0.0109269102136199	0.0573339330853502
BRPF3	0.415844874116638	5.62425461687578	0.0109730758193021	0.057545194277771
TSR2	-0.391702984932762	5.55862149201472	0.0109885972694922	0.0575956100969245
GCDH	-0.420058562436311	4.02255162952167	0.0110116851304448	0.0576579780798714
DRAM2	-0.370028199886725	4.83527011807288	0.0110123248727788	0.0576579780798714
STX16	0.37954767042689	6.58312931824255	0.0110412296389812	0.057778286500498
GALC	-0.376922689311594	4.36224537473641	0.0110532689323646	0.0578102568785527
RNF5P1	-0.401778693468909	7.35330528865847	0.0110692781398301	0.0578629450858999
KMT2A	0.536853028454268	6.14901791009722	0.011101538305694	0.0580004806764262
DNAAF3	-0.451197072054503	3.59070474636665	0.0111483988393055	0.0582141083472893
LAMTOR5	-0.595029088131477	5.8457804536846	0.0111631627523538	0.0582599966127931
TMEM230	-0.34489563523335	6.12421779615389	0.0111862323903977	0.0583491597506622
SRP14	-0.464501447009695	7.58999186287127	0.0112468204706492	0.0586102115710095
LINC01002	0.484658759573408	4.55427479942915	0.0112547685341321	0.0586102115710095
GOLGB1	0.427616673101913	5.94291745287096	0.0112601422976582	0.0586102115710095
UBB	-0.475075604266218	9.52514800329088	0.0112603268307007	0.0586102115710095
TIFA	0.418038832737246	3.60715976824684	0.0112759712834181	0.0586603223276645
XPO1	0.379437627329879	8.22253495587844	0.011331924041705	0.0589199613240436
CTSL	-0.523398741520092	5.14764396891886	0.0113493268057018	0.0589789909535112
CD74	-0.457119418372762	5.55204396364876	0.0113843652053629	0.059129555880172
PLEKHM2	0.473381522672808	5.09028097873744	0.0114076868209483	0.0592122583058724
SPECC1L	0.475577734716645	5.46643076938031	0.0114124354658667	0.0592122583058724
LBR	-0.369640116219424	7.57422522107243	0.011426290052951	0.0592526073011804
SPAG16	-0.563088658082197	4.61026272068049	0.0114514930146848	0.0593517306752592
CCDC47	-0.400837694425272	7.01055772825869	0.0114857404778683	0.059497600381901
PLAU	0.406301541733852	9.12882242891656	0.0115203736527425	0.0596453121298922
ITGA6	-0.430088379069564	9.13048424316639	0.0115493635406771	0.0597636651582063
PDIA3	-0.379960812370297	8.66377268460151	0.0115698362436682	0.0598378427265366
HMGCL	-0.369755762467041	5.02523099184948	0.0115808143372482	0.0598505340266435
IVD	-0.348280968395126	5.39854517921385	0.0115845684386374	0.0598505340266435
ZBTB22	0.373188421642452	4.73194047202423	0.0116186642129362	0.0599948926969887
RNF5	-0.400454899139838	7.09023683110768	0.0116300515341895	0.0600039909696738
KLHDC2	-0.38110820736186	4.77875296002795	0.0116327359660153	0.0600039909696738
REEP6	-0.471280707087118	4.18613952742413	0.0116538561520344	0.0600811441703775
SLC12A2	-0.455236120515136	8.90107302445042	0.0116886173316995	0.0602087193789122
TIMMDC1	-0.358454570822342	6.23943563393419	0.0116909535115684	0.0602087193789122
KIAA0368	0.370679568087832	5.70310346123965	0.0117438022753449	0.0604332907416013
TRIP6	0.348951157948344	6.09296424972636	0.0117469572218006	0.0604332907416013
LHB	1.20588396196761	0.738047645217335	0.0117685225158442	0.0605019968001062
SNN	-0.377519113682463	4.39312936195313	0.0117731889594164	0.0605019968001062
NAA60	0.400536999099687	5.41297843037457	0.0117789301391529	0.0605019968001062
RPP14	0.372152003758193	4.70418619992903	0.0117861591990764	0.0605044472359053
AK3	-0.350870819071934	5.71526526675774	0.0117956846675448	0.0605044472359053
GBAS	-0.356707320588083	6.80991058465849	0.0117980258688538	0.0605044472359053
WDR59	0.379941336766932	5.20655263434926	0.011828643796276	0.0606295732754443
CARHSP1	-0.40010823638517	6.56790287480385	0.0118983538410343	0.0609548353106899
ECH1	-0.382017894358472	7.70641311225133	0.0119117983971046	0.0609916610154267
TMED10	-0.37066890005334	8.03017002728569	0.0119920968641021	0.0613705786499379
PRR15L	-0.435073588206318	4.23532900893011	0.0120198575195521	0.0614803730105528
EDC3	0.359095377092047	5.94655601071384	0.0120283366372253	0.0614914807951284
UGT1A10	-0.540236235140167	7.70918134779738	0.0120445678879856	0.0615421867609917
TADA2B	0.410540049339465	3.93882492383266	0.0121014640965375	0.0617765278475022
BRD9	0.395054778047384	4.86595351335393	0.012103104748049	0.0617765278475022
DST	0.467196388286554	7.58827166931381	0.0121212683322283	0.0618368628837746
COBL	0.431891446900758	5.56688875832477	0.0121428630779085	0.0619146297837498
BRMS1L	-0.415152013452237	3.96157187160468	0.0121659745216613	0.0620000447525749
SLC3A1	-0.4103766068729	4.17477069968136	0.0121974665314133	0.0621280570609968
CCDC93	0.431715822309815	6.31682499276601	0.0122324218593783	0.0622735669488662
HMG20B	-0.369082623110113	6.16893857660811	0.0122485993391296	0.0623233794139741
PDXP	-0.395479819420554	4.42378969673526	0.0122887704227591	0.0624951605902338
GSPT2	0.362348768132828	6.13631555301182	0.0123085156677414	0.0625629401693488
CFLAR	0.369036002070798	6.81012010631999	0.0123387035384869	0.0626837002588375
MAPRE1	-0.36847838053746	8.59309076306731	0.0123506361859436	0.0627116417587313
DOCK6	0.432405021458783	4.68477994909774	0.0124222894605752	0.0630426340193378
LIF	0.674165535158821	7.92393784187363	0.0124433168146733	0.06308824774733
BYSL	0.360351078013978	5.70877769383488	0.0124442199628798	0.06308824774733
ID3	0.658690365018463	2.47951760177093	0.0124545494636652	0.0631077976721788
MORC4	-0.409434726444679	5.39692662091663	0.0124966488653734	0.0632674498516827
ZNF513	0.472785464499503	3.13788830664671	0.0124990366616413	0.0632674498516827
AKR1C4	-0.68229270613445	2.4174913588656	0.0125166314539901	0.0633236326128437
SLCO4C1	-0.402721861371649	4.20481614692392	0.0125638504003811	0.0635295526728814
RAP2A	-0.441246163016434	3.93431298008538	0.0125722162222152	0.0635388988856277
SLC2A1	-0.39984777011707	8.26966151889108	0.0126144932005322	0.0637195306797868
STAP2	0.446301372860556	4.96470252342623	0.0126448766603111	0.0638399288251545
PPIL4	0.348732352781892	4.94149881353531	0.0126993621094034	0.0640818225696551
MTCL1	0.409796657466268	6.53705147995921	0.0127303809252798	0.0642051131094429
ALDH3A2	-0.368804420896585	5.25196770932187	0.012807595097394	0.0645611399195934
HIST2H2AC	0.698744766757339	1.46988416354405	0.0128361875700866	0.0646718308117694
CAB39	0.355777369426113	6.8754265320688	0.0129055316237923	0.0649300541935685
CEPT1	-0.345330074511352	4.75509395458878	0.0129073572174206	0.0649300541935685
GALNT4	-0.367330140709099	6.13259097293668	0.0129074207638871	0.0649300541935685
AP1AR	-0.361062606447423	5.27683829892853	0.0129412482501746	0.0650666473393253
ARHGAP21	0.375307995307324	6.03790572757816	0.0129649327240032	0.0651521284156221
LXN	-0.422653620003513	5.05057091184124	0.0129915371303189	0.0652521872660893
CLU	-0.373642730119447	6.82107833121477	0.0130182155242979	0.0653525144935015
ARRDC2	0.425978534775945	3.63788558450201	0.0130952958411109	0.0657056300334482
TRIM11	0.344538787937441	5.20697481183542	0.0131333440740852	0.0658626395978686
SDHAF4	-0.891054960826412	2.76396678550784	0.013181053172741	0.066067911249898
ATP1B1	-0.364165026588124	8.84675046063861	0.0132073796232604	0.0661658499214621
SPOCK2	-0.55580392669385	8.80025676498907	0.0132167023498091	0.0661785471023567
PITPNB	0.38704960184837	7.03427225869277	0.013290015866889	0.0665114808451238
ZXDC	0.354388068887502	5.25049817174535	0.0133187462768175	0.0666210659069747
RGPD3	0.620740453389881	4.51608184699203	0.0133283137235177	0.0666347335849097
SYNGR2	-0.387867514657911	7.59953320256846	0.0133497370043143	0.0667076299615891
SLC7A11	-0.390203787829947	7.05676188718993	0.0133711886180396	0.0667805931543382
RAMP1	-0.706661767375452	2.81310828312092	0.0134365058578763	0.0670489675812079
LIMA1	-0.342660133273221	5.68200500431483	0.0134386791110555	0.0670489675812079
ANKIB1	0.370670295408155	5.87739939757331	0.0134474508028981	0.0670584132365491
RAPH1	0.435931386372794	6.20566476356032	0.0134582978553071	0.0670781931448819
IFT27	-0.520284441647406	4.58158196900856	0.0134689097140687	0.0670967811969625
ECHDC1	-0.440662653696822	6.00804069373679	0.013495514051284	0.0671858387068154
B3GALT6	0.422023686047607	5.35553132358505	0.0135005701124886	0.0671858387068154
LBH	-0.403895206194869	3.70578145939938	0.013561130329663	0.0674527855019819
MARCH5	0.366536231977255	5.32369357368658	0.0136472120077004	0.0678463385329275
RPS11	0.495241446085166	10.3988385819023	0.0136552608547239	0.0678517523306339
NOSTRIN	-0.554800373043714	3.27607967587031	0.0136628989716659	0.0678551207716614
GGT1	-0.459716300498973	4.81449799667449	0.0136823713114198	0.0679172290809731
SLC35A1	-0.42107881119158	5.06079654918159	0.0137451093742942	0.0681939294096662
NKRF	0.382112183740341	4.67044897315611	0.0137650142344824	0.0682579469847249
MIS18A	-0.500706057914003	4.1435707606279	0.0137940665906719	0.068367237006843
GPN2	0.386493159773741	4.29906208857619	0.0138144159486518	0.0684333033960396
PTGR2	-0.428509135018803	3.52378212825425	0.013852458559597	0.068586906296349
CASP4	0.458162523791524	5.50604055593049	0.0138839294469654	0.0687078315626728
NOLC1	-0.378092999847995	6.99435106075717	0.0139197361494142	0.0688500800206186
METTL22	0.359461347299479	4.32886990270493	0.0139329816016919	0.0688673408726037
VPS18	0.38664871520738	4.51792468291366	0.0139373539380087	0.0688673408726037
ACTB	-0.386883281634378	11.94902785234	0.0139548733958726	0.0689189770700922
SLC25A38	0.45722214117726	5.2151905418067	0.0139733291607507	0.0689751827788146
NRAV	0.353291251289575	4.49618589444147	0.0139810853360741	0.0689785429865318
SLBP	-0.385590014475426	6.02832087508494	0.014032034719227	0.0691679005318026
APPL2	-0.376564032293841	5.28832905006	0.0140336554776803	0.0691679005318026
SLC22A5	0.386364825421751	4.3429414468073	0.014095589887487	0.0694380524573579
MAP4K4	0.399129854836046	7.7782289248627	0.0141334758882072	0.0695895234515817
MAPRE2	-0.39520838288622	5.29763958893541	0.0141545218528196	0.0696579674624626
SNRPG	-0.576518116409843	7.32783468538735	0.0141921202824607	0.0698062556025126
POLR2K	-0.482959201591937	5.56698791462627	0.01419897475226	0.0698062556025126
LOC150776	0.337814635437383	5.43846266479489	0.014259043534677	0.0700662376106683
RSU1	-0.387763149712436	6.56155179861652	0.0142672783889033	0.070071383885853
ARHGEF3	0.450819886132715	4.05888069777649	0.0143161233434415	0.0702758743581126
RTN4	-0.377493277481313	9.24000729448264	0.014366517740942	0.0704877611758647
TXNL4B	0.369298786437261	4.4989128278525	0.0143996433458773	0.0706147499894152
ARMC1	-0.337870477747235	4.96328039560192	0.01443750345551	0.070764817087867
HFE	-0.432003409814148	3.63887646159631	0.0144756165272496	0.070915972625204
GLS	-0.351878526157935	7.0117378785459	0.0145324508685967	0.0711214468816794
YTHDF3	0.366642072577517	5.82491340564071	0.014537044436682	0.0711214468816794
HSDL2	-0.352695104846309	5.20895497161875	0.0145394444184211	0.0711214468816794
NUP98	0.415135101560126	7.2615606448231	0.0145581177977693	0.0711730394610336
SCRN3	-0.345592515655663	4.65647430098713	0.0145645926479395	0.0711730394610336
F8A2	-0.545116651182646	5.32165066972411	0.0146407845331243	0.0714714656841381
AKR1C3	-0.481414966140637	7.35769980205073	0.0146413010954139	0.0714714656841381
F8A3	-0.545116638752118	5.32165066972411	0.0146551394339728	0.0714714656841381
SSH1	0.55932457983823	4.98901337843343	0.0146602170293663	0.0714714656841381
SEPW1	-0.501198728642277	7.55667574963121	0.0146623173010849	0.0714714656841381
ISCA1	-0.365757779407584	4.48258613529728	0.0146826223948108	0.0714924870393453
TSPAN13	-0.389018635621682	8.09429700021559	0.014685557700494	0.0714924870393453
NSUN4	0.372492810978604	4.54735761480215	0.0146886297609815	0.0714924870393453
PPM1N	-0.735691619857395	2.7268336633809	0.0146969237734903	0.0714971606126532
G3BP2	-0.373643451824191	7.24216833480879	0.0147133416390234	0.0715021547249418
TUBA4B	-0.554736762864151	2.89736898170896	0.0147198543796295	0.0715021547249418
HNF1A	0.429534132474307	3.71006805911299	0.0147199532806399	0.0715021547249418
TOP3B	0.362003262136826	4.33306257415428	0.0147609443130958	0.0716367560678218
NUTF2	-0.383669514818665	7.34063545138299	0.0147623595179253	0.0716367560678218
PIEZO1	0.461194612786522	7.21496988707784	0.0147865705664045	0.0717185454984466
TPI1P3	-0.374114205651687	4.82582293434417	0.0148143901332386	0.0717941095749721
DPP4	-0.36340105788654	5.50926175471212	0.0148168784967529	0.0717941095749721
TKFC	-0.340407759979784	5.25559380778025	0.0148421737577609	0.0718809498084507
DPAGT1	-0.520789380730953	5.40182416660228	0.0148585139303355	0.071883118490876
PTPN3	0.35978952946523	5.2346949631998	0.0148595593072558	0.071883118490876
CHST7	-0.377006412032843	4.48165876188549	0.0148647417045447	0.071883118490876
SKP2	-0.387058218185407	4.34859232519721	0.0149602204078141	0.0722876723534703
NECTIN2	0.40806569999393	6.89801156719549	0.0149632293372964	0.0722876723534703
MARCH7	0.344105118716833	6.34060331349238	0.0149821944794796	0.0723168935774595
DEFB1	-1.02907880637808	1.80315311453627	0.0149841137579719	0.0723168935774595
GLO1	-0.386546478587097	8.13721343280655	0.0150165424709578	0.0724375420828142
TIGD5	0.394018552039816	4.47563582078732	0.0150453056433153	0.0725275160720382
RPS12	0.621173005161523	10.1102041717911	0.0150500733422642	0.0725275160720382
PLEKHG3	0.648126759309731	5.17846007959642	0.0150991777171558	0.0727282033421697
MORF4L1	-0.363866507053572	8.93155882771589	0.0151175386401842	0.0727806835571138
TRIM52	0.491806121237034	2.95508578191971	0.0151252803862337	0.0727820130727502
CERCAM	-0.445367761698497	4.11126804250829	0.0151510331833458	0.0728699667017453
FOXK2	0.350312306905559	6.04580414195819	0.0151908511033749	0.0730254474392517
NREP	-0.348852213693654	4.51191960834053	0.0152009547880875	0.0730380030700174
SLC35G2	0.435066534022343	5.63966898793394	0.0153934734246678	0.0739265873975796
TPI1	-0.434938219040406	9.961127522266	0.0154054466111512	0.0739476607642112
LY75-CD302	-0.663393684106798	6.00465301693596	0.0154511234179444	0.074130414469262
MIR4680	-1.86683726312808	-1.33487819156234	0.0154649572728028	0.0741602894503465
USP24	0.437614691355557	6.10680871309196	0.0154826214979025	0.0741826126789675
PMPCA	-0.383814248547031	5.30608674206232	0.0154850466148838	0.0741826126789675
DIP2B	0.452228609802407	5.49715268281366	0.0154996244660578	0.0741826126789675
CCDC91	-0.362453158481797	4.64868864188014	0.0155029665729159	0.0741826126789675
MIR29C	2.51991585645565	-1.48491586698742	0.0155137247973699	0.0741826126789675
PPP1R7	-0.359975009710859	5.91071904492741	0.0155152679508067	0.0741826126789675
MT1E	1.39129607606003	0.787035638552185	0.0155800851225661	0.0744226156393956
CYB5B	-0.398434541455634	7.40020663823177	0.0155807322309987	0.0744226156393956
ZNF584	0.412877675915975	4.17143001737975	0.0156370974836247	0.0746552709930742
CYB561	-0.355823237520417	5.95460422653349	0.0156496091501511	0.0746784334825369
ABCF3	0.335585415460635	6.32553405469457	0.0157603944940223	0.0751702964394439
ORC3	-0.336210173749836	5.13760862090982	0.0158490209204696	0.0755560415421311
NAA25	0.351735020230261	5.30385502642199	0.0158679220446373	0.0755864213430225
LSM12	0.341414285455761	6.02879972649262	0.0158734526150706	0.0755864213430225
MARK3	0.324826979357765	6.06058220524709	0.0158786532885947	0.0755864213430225
SMAD2	0.332849338118069	6.27276711353446	0.0158882544412162	0.0755952135419312
PHF6	-0.428161654466518	5.89389683520089	0.015962968734112	0.0759136498482231
UGGT1	-0.36599998967109	6.41680981473262	0.0160542439964889	0.0763104947448902
ZNF419	0.419038719851406	3.87516367899845	0.016095335359801	0.0764685304204193
HN1L	-0.346687734389229	7.57412855494263	0.0161328858545207	0.076609597757293
TEX10	0.370872011460587	4.69880375170295	0.0161876972352741	0.0768324539175694
GALNT11	-0.33571183795554	4.83215548816008	0.0161968305658531	0.0768383947379569
SLC25A37	0.344901567342991	6.42874907919355	0.0163080662050548	0.0773284715141434
MACC1	0.355542601632207	7.09302508962796	0.0164182159166173	0.0778129251196414
ADGRF2	0.460478840987592	4.16593287551248	0.016450643050072	0.0779287264796657
HIBCH	-0.444129991835073	5.28315418416774	0.0165204415333965	0.0781917981504375
PRPS2	-0.329852245202761	6.41077628191553	0.0165222180931276	0.0781917981504375
CAPG	-0.390059439398852	7.97041336201981	0.0166157525383614	0.0785849138481868
RNASE1	-0.494359243643765	3.20715049673399	0.0166214065396411	0.0785849138481868
MSRB2	-0.390806477265242	3.86813800326779	0.0166486948029563	0.0786757758768886
ALDH5A1	-0.3312685317746	4.70284892667221	0.01675665597179	0.0791475964481495
CHD6	0.510511803478161	6.19025196342406	0.0169297989560717	0.0799266876623453
FAM221A	0.411844574230437	3.80075530887307	0.0169706496565395	0.0800807664576977
PDIA6	-0.366359999637015	9.31464975551065	0.0170017967608736	0.080172529089549
CGREF1	-0.404081805257585	3.45328748558704	0.017006543251327	0.080172529089549
TCTN3	-0.349256254175541	4.83822232678436	0.0170471967581983	0.0803253364889683
ACAT1	-0.390012470377543	6.34614069647458	0.0170762667716412	0.0804234419114638
SPR	-0.456592331514731	6.16171800517143	0.0171213962916637	0.0805970509161902
PQLC3	-0.398310530941522	3.86706867830028	0.0171729824057736	0.0808008713677058
PHLPP1	0.46753398453481	4.28754099263747	0.0172111267177918	0.0809314184824402
AKR1C2	-0.436736412892034	5.11692245178615	0.0172173312065423	0.0809314184824402
KCTD6	0.511219844722859	2.86718014399548	0.0172324603394459	0.0809634967948233
MIOS	0.329287755289721	5.31364997857196	0.0172952149043437	0.0812191956177488
SDC1	-0.496968197240244	7.73377022363979	0.0173552643194639	0.0814619508187064
PDZD8	0.360862999930825	5.47034044342774	0.0173910248462899	0.0815905203207317
DAPK1	0.400054332137325	6.43021935395277	0.0174146754185649	0.0816525777450893
CETN2	-0.336885650540269	6.09561555431546	0.0174277596425977	0.0816525777450893
URB2	0.537790230514378	4.65140584463732	0.0174293788375762	0.0816525777450893
NTN4	-0.348940877994308	5.94461813511919	0.0174432361125131	0.0816782463308789
TNKS2	0.376645728039155	5.30204606743543	0.0174829421816991	0.0817872348611432
ZBTB11	0.410882827284609	5.29190783112107	0.0174832903324056	0.0817872348611432
MINOS1	-0.533890740551423	6.35705588895778	0.017553015114207	0.0820740260663809
PIGU	-0.384984136838833	5.68790005449702	0.0176069992355656	0.0822869777313177
MRPL50	-0.345202223078893	5.03762402218896	0.0176214123600229	0.0823102917275481
NEMP1	-0.523341161250389	5.87295503786692	0.0176288736411037	0.0823102917275481
GM2A	-0.342214208058864	5.04601570479521	0.0176630664223721	0.0824304617289161
VPS54	0.363769392051116	4.34947794924185	0.0177011319871556	0.08256858169511
LINC01420	-0.523050043115205	5.22879373510681	0.0177180550607218	0.0826079955939629
NLGN2	0.501059893320035	4.28925912853041	0.0177418021614307	0.0826791726920594
UBE2E2	-0.361142714418644	4.41720731417454	0.0178357300496665	0.0830492664434392
NBL1	-0.351847490896426	6.11187893670242	0.0178440127482698	0.0830492664434392
ERP44	-0.340552587143021	5.61383463641593	0.0178544543568751	0.0830492664434392
