gene	logFC_DE_Calu3_S2.24h_mock.24h	logCPM	PValue	FDR
SMC2	-0.694189265693044	6.69866995833492	1.66291274811591e-17	1.18989487111266e-16
CNN3	-0.462146894116236	7.68781971093676	1.6806094989196e-17	1.2018042738828e-16
ABCB1	-1.09762910016064	6.07021314785273	1.77262455385484e-17	1.26681052179996e-16
BCO1	1.9872828689898	0.984861655027573	1.78483081588609e-17	1.27473555079524e-16
USP9X	0.59673173035956	7.97146922656941	1.8060551492784e-17	1.28908739329046e-16
APEH	-0.484269063093764	7.45909920196285	1.82032901746413e-17	1.29846344226988e-16
PDP1	0.752025495322363	5.55293398566137	1.8795495090347e-17	1.33986874120007e-16
TNFAIP8	0.711689010166686	4.98747072230287	1.99628546085203e-17	1.42219762576181e-16
GABARAP	-0.665627317731496	5.59165637822469	2.06307081446059e-17	1.46886008767553e-16
ANAPC16	-0.627752504519534	6.44549741542118	2.07234652004406e-17	1.47454431628821e-16
RINT1	0.866124857175849	5.34772680491277	2.0835034125717e-17	1.48155915561874e-16
FNIP1	0.861870542608279	6.09610081705025	2.21809060316618e-17	1.57628070074319e-16
ORC6	0.767160686357627	5.33696642588619	2.25375021941954e-17	1.6006254669717e-16
PIGN	-0.842504753236899	5.12560369590065	2.30231717909908e-17	1.63410111722996e-16
LTA4H	-0.54794555944661	6.49552890320699	2.35315325814393e-17	1.66914469454299e-16
DTYMK	-0.779938228797917	6.00448557154525	2.36263421508988e-17	1.67482883831185e-16
USP13	-0.736581900207179	5.14233395849715	2.4598928610144e-17	1.74269132357277e-16
DYNLT1	0.524460822916822	5.9714462608785	2.55478014487775e-17	1.80879068197828e-16
RASGRF2	0.678662990897928	6.0394542681571	2.57973960968749e-17	1.82532970647014e-16
SND1	-0.478969018973657	8.15350264314788	2.61575867812352e-17	1.84966876043518e-16
SEC14L2	-0.886325222142979	4.70334486531413	2.72624471003495e-17	1.92660253099869e-16
TGFB2	-0.931224148833581	4.0521052867816	2.74496984294559e-17	1.93863495158032e-16
IFNA7	8.56322349207093	-1.48460241715479	2.76914648319792e-17	1.95450023579084e-16
CNOT4	1.02449184035051	4.77098756181783	2.90467550111866e-17	2.04889131608574e-16
PLK3	1.46622439407318	3.94561506983904	3.00801997887269e-17	2.1204775799181e-16
FAM135A	0.41602334924129	6.59339930482342	3.01610342237408e-17	2.1248634789849e-16
ABCC4	-1.16242326085178	6.2519975300892	3.05900981674892e-17	2.15376181607375e-16
ARL3	-1.28591414177422	4.29889247863693	3.08314291021672e-17	2.16941492196692e-16
ZNF562	0.841379640415914	5.13938372545543	3.10010298912674e-17	2.18000464663608e-16
AKAP17A	0.627311799592297	7.04681849434358	3.15006547318851e-17	2.21377446092983e-16
KANSL1	0.661170734532243	6.08656170055965	3.20098560655516e-17	2.24817530631471e-16
KRTAP2-3	2.37328329108654	1.19084256270538	3.21230028635617e-17	2.25473451218837e-16
TMEM9	-0.551313849615699	6.10318342051515	3.30053955235595e-17	2.31524633749468e-16
PAPSS2	-1.2949304049783	4.15939314261096	3.34528333268989e-17	2.34519156486424e-16
PEBP1	-0.520258960797256	6.41294049488816	3.37456340187949e-17	2.36426593650403e-16
SERTAD2	0.909033137985837	6.0010300289986	3.53701954865901e-17	2.47656466925431e-16
UGT1A9	-0.442453694356834	7.77922106124322	3.58260232075892e-17	2.50694299735264e-16
XPO7	-0.537541742292066	6.8250833810004	3.67324922189059e-17	2.56879861332336e-16
CUX1	0.625179973067604	6.20158063264146	3.69971342202585e-17	2.58572132795965e-16
FADS2	-1.3292089693052	4.56870873586651	3.73040174210348e-17	2.60557375046677e-16
CTSV	-0.941829887729581	6.06948666462535	3.89061202319596e-17	2.71581376273612e-16
RYBP	0.605353169621845	5.72935136609783	3.91383496429731e-17	2.73035442833284e-16
CYTH3	-0.588333390704949	6.18802417803934	3.97103020553973e-17	2.76856247622633e-16
HLA-L	1.32571216814289	2.92387007713116	4.10864272137771e-17	2.86275576184883e-16
TCEB3	0.59667631848737	5.89042327242203	4.29744836811034e-17	2.99248189293736e-16
FGFR1OP2	0.772584697951991	5.5798172767619	4.32391899138993e-17	3.00907850297154e-16
RNF216	0.546377750741051	6.49517033962666	4.36659882057809e-17	3.03692823517719e-16
PPP1R12A	0.61983130124438	6.58047277121951	4.43823773039795e-17	3.08487254671327e-16
PRKCSH	-0.453582105487111	8.01460993757922	4.49961211487994e-17	3.12562830597229e-16
IGF1R	-0.754538770951202	6.41688504603386	4.5524051773055e-17	3.16037714650776e-16
GM2A	-0.894597645377422	5.06989849606627	5.01351109376448e-17	3.47837094912668e-16
FRYL	0.886481660157568	6.53512087159449	5.05870861160443e-17	3.50759668191017e-16
LSM7	-0.96293529899618	5.58117545425793	5.19023269566256e-17	3.59660751400102e-16
TMEM41A	0.570554427234126	6.10410802929612	5.22173558184109e-17	3.6162420021573e-16
B4GALT4	-0.560710191628177	6.59558110582379	6.25144058008635e-17	4.32672476291847e-16
C10orf10	1.27699932758732	2.33845756424607	6.36367393893113e-17	4.40173397969824e-16
DHRS2	2.90779166038357	2.03342503138718	6.52827739890746e-17	4.51285463075293e-16
YTHDC1	0.56224872008745	6.55392166446345	7.33510211557935e-17	5.06752545067235e-16
TBL1X	-0.914509382772506	5.49927227816094	7.57768989411877e-17	5.23195249616319e-16
SLC30A9	-0.626006158591019	6.98223293959535	7.59238965798227e-17	5.23893247681691e-16
PPIL4	0.782800996679738	5.17458348495764	7.69942620137968e-17	5.30907529757586e-16
PDE5A	-0.767676883223936	3.96416172153632	7.7033459149966e-17	5.30907529757586e-16
CLU	-0.635890958879267	6.60207986624312	8.78964570692649e-17	6.05408729349137e-16
FLOT2	-0.483059646080198	7.09314287247474	8.91740322623569e-17	6.13837895181109e-16
TRIM34	1.06383868979833	2.57114044278848	8.99804793715324e-17	6.19015799317239e-16
PPRC1	0.62412193245987	6.4825162327784	9.13449441749165e-17	6.28024004739953e-16
JMJD1C	0.891041041492134	7.09004698878287	9.34002168641246e-17	6.41768016297564e-16
TRIM6-TRIM34	1.04470444467051	2.64499454243895	9.48758503799677e-17	6.51515090485302e-16
RNF31	0.588091629038237	5.66321412452305	9.60149318635431e-17	6.58940719999169e-16
ZNF618	0.761237538932706	4.11758182735814	1.00486078664152e-16	6.89211307568491e-16
MUC20	-0.94684735784557	5.03922651597577	1.01693886988455e-16	6.97076475795336e-16
FSCN1	1.32249115283475	5.61360778349416	1.03985972030856e-16	7.12360083306218e-16
UBA6	0.651977927224974	6.31370147854074	1.09873625803918e-16	7.52242166346802e-16
CCNA2	-0.515949084530408	6.53436677826826	1.11723270698381e-16	7.6444705544402e-16
MTCH2	-0.513082865892118	6.92787693833576	1.16221943754871e-16	7.94751973681455e-16
NUP37	-0.736087915824437	5.80658105529929	1.17244392323592e-16	8.01263622508473e-16
NAP1L1	-0.333664098796358	8.71710446485047	1.18188518647472e-16	8.072325334073e-16
DCTN1	-0.393001939399951	7.85492970019892	1.21401368062622e-16	8.2868051058535e-16
DESI1	0.643217278573983	5.93021718030394	1.22280252237333e-16	8.34180824139081e-16
BSG	-0.364043242234766	8.51168344160129	1.26527326850225e-16	8.6263822063418e-16
FAM149A	-1.0393058897199	3.52539812883929	1.26833920290504e-16	8.64212258074941e-16
STK32A	-0.824807590131137	3.67526011460582	1.29744165836074e-16	8.83514418071073e-16
UROD	-0.97240682987494	4.9886772566266	1.34977742461968e-16	9.18605232390244e-16
ARNTL2	0.535674055299724	6.69419514797584	1.35138448275577e-16	9.19150840386863e-16
TACC3	-0.442610811939943	7.53949151381864	1.40092155125638e-16	9.52276215871892e-16
WDR73	0.661095802542248	5.53938850921932	1.41844864355805e-16	9.63616331483808e-16
UCP2	-3.10362560693005	5.08311457327538	1.43386418757411e-16	9.73509338059686e-16
TBC1D9	-1.2798851992751	3.63942155363871	1.47117469508086e-16	9.98247134064083e-16
SERPINB8	0.678894335400561	4.65432729128785	1.51048403556569e-16	1.0243110099769e-15
FKBP9	-0.571911535616756	6.44711437444442	1.60975612714579e-16	1.09098258189518e-15
IP6K2	0.629889821020682	5.76955479382721	1.61783603083369e-16	1.0958078706175e-15
SMG7	0.534218482401624	6.93617731797863	1.65578781525476e-16	1.1208485370998e-15
CD99L2	-1.10038993948323	3.89789266249	1.75105381400588e-16	1.1846340947984e-15
ATP5G3	-0.532782752852521	7.95423080271948	1.80619687899006e-16	1.221215934829e-15
ABCF1	0.426181144778657	7.54573409566045	1.92747409434344e-16	1.30244297446665e-15
MLLT4	0.447131280506655	7.98479327473725	1.9340259418938e-16	1.30609692750497e-15
MALAT1	0.98168977985654	10.6468996463098	2.08153356266863e-16	1.40488128626476e-15
TNKS2	0.616759905355794	6.27964320667514	2.10514931586335e-16	1.41998044574163e-15
ATP11B	-0.528282841545325	6.27162835936789	2.13724316539422e-16	1.44077709667125e-15
EPB41L1	-0.593228877530752	6.87405707739459	2.14281432244594e-16	1.44368003908356e-15
TRAPPC6A	-1.3514529512052	3.58973199069605	2.17227223796054e-16	1.46266330689343e-15
COL18A1	-0.429287803733081	7.92539523911304	2.19532535910658e-16	1.47731417001671e-15
CRELD2	0.606148071813043	5.60992375454032	2.22060324232608e-16	1.49344400734635e-15
UGT1A7	-0.434912864695586	7.76999062969448	2.25925204714842e-16	1.51854202674351e-15
ACTR1B	-0.683585134898961	5.65016743448188	2.27042399440096e-16	1.52515297516764e-15
SKAP2	-0.601665189630037	6.15725337299951	2.29125856672839e-16	1.53824317776889e-15
VIMP	0.607724447637763	6.05935798998109	2.43829901911804e-16	1.63599686685445e-15
NCOA5	0.624342675727167	6.12215819144823	2.49607527787314e-16	1.67377832822363e-15
UGT1A8	-0.437147735126261	7.77698899728867	2.6591621747145e-16	1.78209147974261e-15
CYB5A	-0.55146871332082	5.79128129677623	2.75086602243783e-16	1.84246677899548e-15
GTF2I	-0.436362725678757	8.16121430568638	2.76271857430576e-16	1.84932006384467e-15
WHSC1	-0.431226846884279	7.80387356752985	2.76464966795464e-16	1.84952794023249e-15
UGT1A5	-0.433595425724695	7.77051364115168	2.94815877403147e-16	1.97113861089755e-15
UGT2B7	-1.307398566635	3.36547152811332	2.98685096551999e-16	1.99583899704214e-15
DAD1	-0.539443798913337	6.2120437163377	3.04979284786486e-16	2.03670484334006e-15
IFT80	-0.872279840224944	5.24492709099788	3.15360797639064e-16	2.10480279734189e-15
SLU7	0.599838535036184	5.88859139764503	3.1640259967428e-16	2.11052184107689e-15
ATP11A	-0.628190701829681	6.90283810991992	3.19282559551291e-16	2.12848823140122e-15
SH3RF1	0.54761971851475	6.0078199138106	3.25312834986547e-16	2.16742287548247e-15
UGT1A3	-0.432484213804218	7.77193956005717	3.31305937835032e-16	2.20606456739278e-15
SNHG1	0.532769535551131	7.02345928057751	3.52500450215022e-16	2.34582369580411e-15
ACP6	-0.707971830212858	5.08555492152905	3.58867002270194e-16	2.38680017302432e-15
UGT1A4	-0.4322963753197	7.77041888576766	3.60317167260128e-16	2.39504940590555e-15
H3F3C	0.609808463961819	6.40673339942143	3.80708883978462e-16	2.52912135788486e-15
RSU1	-0.62627864384847	5.75312413534594	3.93348288403531e-16	2.61156719927254e-15
BAG3	0.770590491395159	5.58170699446552	3.96777131840306e-16	2.63280081726361e-15
INO80	0.879828667607025	6.01762697592334	3.9746093703804e-16	2.63580573760323e-15
PHLDA2	0.513010272041947	6.53027165395125	4.07525786835501e-16	2.70098246524598e-15
ZFAND5	0.51588062216586	6.49696131849058	4.11219677696284e-16	2.72388286799053e-15
SNRNP200	-0.464827440022243	9.08078786321415	4.20197649846395e-16	2.78173769007941e-15
BAK1	0.666502526948647	5.48971802168925	4.39616629319414e-16	2.9086055596652e-15
VEGFB	-0.621937474095753	5.14706087456244	4.53002503164469e-16	2.99543312202554e-15
CHST9	-0.943999307378314	4.46860831556827	4.71657029329908e-16	3.11697838780674e-15
HIVEP1	1.01052939653522	4.75229906677379	4.99457903663279e-16	3.29879227691493e-15
SYS1	0.540556900721975	5.92595426479398	5.04845677451558e-16	3.33244865052321e-15
NUDT16	-0.559725438869642	6.1080247848061	5.10796357195928e-16	3.36977966744342e-15
WDR24	0.868319075023167	4.54822262404291	5.27245819618678e-16	3.47628916193412e-15
CFI	-1.81177858261207	2.37239520848443	5.37373771030903e-16	3.54102012054024e-15
CRIM1	0.523827758672036	7.55312207401498	5.70084785231539e-16	3.75440141595358e-15
HSPA1A	0.450894780357785	10.9203898434674	5.70422733395169e-16	3.75446058606636e-15
PUS7	0.712097600524859	5.78166442596203	5.72078065196211e-16	3.76318556661922e-15
ASPM	-0.852763907983303	6.73615049993738	5.7297129700203e-16	3.76689021467982e-15
TRPV4	-1.54072795619679	2.26701421172433	5.8949151154519e-16	3.87326806060176e-15
RBM33	0.656403268371423	6.20966415357646	6.02031179737523e-16	3.95338426602092e-15
NOTCH2	-0.480090165307892	6.92446649419765	6.22458934872987e-16	4.08517758694963e-15
HOMER2	-0.876808097020603	4.24314923228454	6.35292505012605e-16	4.1670076779936e-15
JAZF1	0.985898514045862	3.03945612884132	6.46616314944222e-16	4.23884664127421e-15
CUL7	-0.699125189677304	5.59101085677189	6.69710730244169e-16	4.38772018615195e-15
MED15	0.493784207292245	7.04572716141199	7.12326707326074e-16	4.66424825628943e-15
ANXA1	-0.397567812270204	8.46931010940003	7.19428304815265e-16	4.70804773099577e-15
CEBPZ	0.473670749973555	7.0988294257199	7.43735923492394e-16	4.86433128642905e-15
CASC3	0.291350388701392	8.1011279143343	7.91299327369726e-16	5.17245087243452e-15
SEZ6L2	-0.54937958837286	5.58840963558078	8.19456330371166e-16	5.35343737751924e-15
STYK1	1.12624021766771	3.01261610053564	8.21867922014674e-16	5.36612047709009e-15
NUP98	0.342771851784165	7.93660863721904	8.27311989500275e-16	5.39683971522546e-15
HK1	-0.522288801228173	5.99596235238616	8.27518575452953e-16	5.39683971522546e-15
PIWIL4	1.05700300203693	2.94727906657275	8.3950805501974e-16	5.47190487261011e-15
TACSTD2	0.385190368953113	7.64774162800613	8.77843013538228e-16	5.71850588670765e-15
F11R	-0.369682017480984	7.93831435513874	8.94524086231843e-16	5.82384677476556e-15
SLC38A1	-0.41564363389822	8.23847287621028	9.12043744796874e-16	5.93452409313952e-15
CLSPN	0.599075022505754	6.20730234355422	1.04907462011576e-15	6.82227272899209e-15
AIF1L	-1.17069616001455	4.07719750900909	1.07517427247565e-15	6.98802048505955e-15
PHKA2	-0.757495575744504	5.68461169459857	1.07704499181787e-15	6.99619492977649e-15
UBE2D3	0.360631232090769	7.7519649682116	1.10102252837116e-15	7.14787833691695e-15
PPT1	-0.619936424695537	7.0682324635503	1.12320904886377e-15	7.28776854728952e-15
ARF6	0.426640135127879	7.75362978148741	1.146637039967e-15	7.43555030519509e-15
DLC1	0.697473769625085	5.4820586385178	1.19419217756267e-15	7.7395316993315e-15
NTN4	-0.537035180034019	6.1956400811045	1.19922668742895e-15	7.76774925290951e-15
SPRY4	0.877902272610188	5.01641990020459	1.23758929790229e-15	8.0116884044009e-15
LAMC1	-0.380013613339543	8.76980499888012	1.23934743410777e-15	8.0185216924444e-15
CFHR1	2.4022729048634	-0.110351495809939	1.2704542452753e-15	8.21512425004366e-15
LINC00997	-1.16213035100444	3.95046659598372	1.28194220167623e-15	8.28471480618959e-15
TRIO	0.640851496215094	7.67695854401422	1.30150832721858e-15	8.40640324762063e-15
GRK6	-0.572883189761033	6.35426022904026	1.30370566749467e-15	8.41583302212484e-15
MAML1	0.563792641916809	6.29258045182808	1.38037443288287e-15	8.90571701667168e-15
TJAP1	0.798026940079391	5.31076971827634	1.44757408871889e-15	9.3339904375981e-15
UBA1	-0.289044789057887	8.60048900353502	1.45540934337814e-15	9.37921334611783e-15
SQRDL	0.516452535656823	5.84406833360634	1.46012269639342e-15	9.40427784082288e-15
RAB4A	-0.775413721723358	5.37558958845792	1.47051222783593e-15	9.46585225961164e-15
FAM208B	0.494468056754038	7.23770305926233	1.48923931657129e-15	9.58099679821202e-15
MED26	1.2674934845997	3.97673237951996	1.51941282186877e-15	9.76961044281029e-15
GALNT4	-0.544738688542384	5.83658647399999	1.58687885436674e-15	1.01976623676169e-14
PDXK	-0.514783360770589	7.42533725131772	1.617813586062e-15	1.03906057724961e-14
AGPAT5	-0.571338858161998	6.67435714185653	1.61913569014127e-15	1.03932483867167e-14
NDUFA2	-0.841512694204284	5.61913328993742	1.62383731698863e-15	1.04175690268641e-14
OXCT1	-0.842902980353	3.97076270735409	1.71157454345426e-15	1.09742698114851e-14
RNF138	0.649176142950183	5.22026088490929	1.75286116183337e-15	1.12326807636183e-14
APPL1	-0.685922467857666	5.88110050540869	1.75384627712878e-15	1.12326866222619e-14
PBK	-0.58870094983515	5.63790546213939	1.75649971314661e-15	1.12433714111847e-14
WDR43	0.438460693228585	7.52317377496145	1.895524878287e-15	1.21264716568888e-14
CDKN2AIP	0.858274204689343	4.65047942101404	1.90289104187315e-15	1.21667761685704e-14
TMEM50A	0.529849323130198	5.94987888134868	1.91067709743474e-15	1.22097187642904e-14
ZNF441	1.52761706020084	2.82812347758563	1.94015742152953e-15	1.23911676843405e-14
KIF2C	-0.433715620953428	6.48611649651425	1.96664220793484e-15	1.2553292795951e-14
SCAF8	0.679885104051261	5.86970192543285	2.01571514434576e-15	1.28593387045378e-14
CTNNB1	-0.343208432483052	7.99140802903787	2.02486742157724e-15	1.29105094315425e-14
ZNF629	0.599684305663533	5.78008793019579	2.09288790170649e-15	1.33367557912765e-14
ZNF385C	1.58686140597506	1.57280019070098	2.20282919566284e-15	1.40295142913504e-14
ANO6	-0.595751769802176	7.42480406439673	2.2125077562728e-15	1.40832967218859e-14
THEM6	-0.668056836866445	6.33170607791462	2.39060926799264e-15	1.52084858280936e-14
IDS	-0.587802547678331	7.1543508985512	2.39619719709834e-15	1.52355424013835e-14
IWS1	0.530574940740968	6.77636263725533	2.42850858565639e-15	1.54323877996082e-14
GAPDH	-0.359352666857772	11.3433414082476	2.4396057971986e-15	1.54942798906108e-14
MARK2	0.457050124610729	6.57206232756594	2.4561353544607e-15	1.55905855397441e-14
PANX1	0.65875677654533	5.69443813692483	2.51273171601083e-15	1.5940971136649e-14
PDGFC	-0.577293516703269	5.1077423923826	2.58094315792427e-15	1.63646134785498e-14
FBXO7	0.491335777522086	6.37996108158891	2.60441584566411e-15	1.65042743179148e-14
CDCA7L	-0.562849580597046	5.85564527200839	2.60917032409274e-15	1.65252280293398e-14
SMARCA2	-0.838826609907086	4.06223780408219	2.67667620771074e-15	1.69433752404895e-14
TNFRSF14	1.37884311478566	2.0106006416815	2.70829193979017e-15	1.71339999494597e-14
GCSH	-0.676991081860738	6.43979793207607	2.77126140623345e-15	1.75226628417409e-14
FBXW7	0.87444881752596	4.44311514676708	2.77371256760919e-15	1.75284504618625e-14
ABCD1	0.989439895238208	3.17661561147524	2.80751633348435e-15	1.77322545180171e-14
SLC22A18	-1.10380378485212	4.79113955062258	2.83381542442111e-15	1.78884598666583e-14
PIGA	0.675452444343324	4.9109854101815	2.85700423651555e-15	1.80248697354074e-14
ADI1	-0.771273472957123	6.50604939276562	2.89285790070241e-15	1.82409874147606e-14
SRP14	-0.480725622321414	7.1444258508131	2.89481722144405e-15	1.82432628096858e-14
IGHMBP2	0.841406096329557	4.99918025971795	2.89957431013289e-15	1.82631576167476e-14
TMEM245	-0.476457237655418	7.08947492009265	2.93696249938382e-15	1.84884462247477e-14
ATP2C1	-0.357424151643411	8.41316551542155	2.96867520413401e-15	1.86777784480603e-14
SEMA4G	-1.26375220409096	4.67655472485588	3.06376039360301e-15	1.92653980012072e-14
CIB1	-0.639713730803761	5.83147585852377	3.07295510988626e-15	1.93125752583325e-14
ANKRD10	0.769130502322311	5.64376924406377	3.09966132863981e-15	1.94696944104382e-14
TCF3	-0.458220879826292	7.12010801187463	3.22004586084669e-15	2.02147323486486e-14
LIG1	-0.566024882351563	5.97092744400193	3.31532305407652e-15	2.08014194701348e-14
LY75	-0.583879976404039	6.23112497014117	3.31735681815848e-15	2.0802743607496e-14
APP	-0.26894446140817	9.20170531598984	3.40823670119434e-15	2.13609036083091e-14
ZNF7	0.718595332525008	4.85527244061596	3.48448308376732e-15	2.18267867371221e-14
NR1D1	0.899433150178196	4.86541888982602	3.54435417995784e-15	2.21896402939434e-14
AIFM1	-0.595085265441324	6.2783421510946	3.56481568764924e-15	2.23055051771605e-14
ANO10	-0.820392047342352	4.71143437629378	3.76252238883661e-15	2.35296811089272e-14
ARFGEF1	-0.515333106178971	6.67760791558113	3.94388516688552e-15	2.4650362217779e-14
MBOAT7	-0.4211740077533	7.24386095267243	3.98351808481885e-15	2.48844509589696e-14
TSPAN13	-0.418527983975142	7.84339239389839	3.98822249889956e-15	2.49002097264446e-14
MAX	0.636469516948934	5.23951269854476	3.99733518930943e-15	2.49434590025088e-14
LPAR1	1.61979257077577	3.16591865644509	4.02693412872718e-15	2.51144257984499e-14
ARMC10	-0.637036499803547	6.05060558833405	4.19232766451936e-15	2.61316415265754e-14
TESK2	1.64048405095537	2.62549688917792	4.32000541395082e-15	2.69127848195528e-14
ARL14EPL	3.26623113458592	-0.296384284706934	4.39156921249098e-15	2.73436876280194e-14
GET4	0.460133323230349	7.38361732957658	4.41424765251785e-15	2.74699064657504e-14
DPAGT1	-0.696164084140015	5.41681737908043	4.55475925809841e-15	2.83288650750284e-14
ZNF433	1.87416959872604	2.06773871672796	4.55864513422944e-15	2.83375909133773e-14
H6PD	-0.963097149593715	4.88363994872914	4.63433746868441e-15	2.87924297931928e-14
TAF7	0.419401796145151	6.68786709939577	4.9809420148167e-15	3.09289941322649e-14
ANKRD12	0.750385125340819	6.54256816343683	5.25364061681226e-15	3.26045678954205e-14
MIER3	0.865538476362806	5.43621367122523	5.26835263616507e-15	3.26781025198652e-14
KRT23	0.444455838152729	8.21743826942454	5.63803913252768e-15	3.4952167636903e-14
TEX261	-0.576072503294483	6.95028368501448	5.76600388748093e-15	3.57260599173832e-14
ATXN10	-0.444926438170204	6.94530594248037	5.89361614189854e-15	3.64969294777472e-14
EPS8L2	-0.514492470504723	7.17574457606311	6.04528532134202e-15	3.74158575772649e-14
FGD6	0.641613841063739	6.19448624384873	6.08406405011496e-15	3.76354596227437e-14
MAP3K13	0.648515073670526	5.63990741515591	6.29052902366934e-15	3.88915534924909e-14
UTP6	0.540256634199504	6.30291007780906	6.37978492854253e-15	3.9422027823203e-14
SNRPD3	-0.379029047764116	8.13462961067011	6.43307016456036e-15	3.97297780238784e-14
NDUFB6	-0.662641222767675	5.70406975817323	6.73599102921049e-15	4.15780776724604e-14
SCCPDH	-0.702547454584896	5.95110116705317	6.76809113180667e-15	4.17536346417889e-14
ACTG1	-0.340363879071815	10.8808272398796	6.80010472719271e-15	4.19284685313076e-14
CDK18	0.934527707026933	3.51917276858168	6.8119634562868e-15	4.19789087076681e-14
DNAJA4	0.78248370660084	4.72789736324204	6.86219513091592e-15	4.22656411382317e-14
CXCL6	-0.640105914025142	4.37419854102608	6.92296332587704e-15	4.26169258027156e-14
PER2	1.22047892934645	3.74180776398229	6.95632696653582e-15	4.27992235412794e-14
PTMS	-0.845908322799685	5.39613627044687	7.02600325565022e-15	4.32046202353103e-14
OSTM1	0.838749298759919	5.00381964025022	7.03509943205203e-15	4.32372589219224e-14
BSDC1	0.631291611705448	5.44528092914794	7.10289624506591e-15	4.36304385602461e-14
CAPZB	-0.449781370220174	7.00175263710996	7.17086665529608e-15	4.40242609665918e-14
RBAK	0.696280453994199	5.54114863502655	7.21211387942058e-15	4.42536858633479e-14
TPRA1	0.633223978782283	5.57759728651294	7.87388344707996e-15	4.82883566800234e-14
TMEM99	-0.789157699884702	4.95955752900611	7.91518747529641e-15	4.85155932629205e-14
TOMM6	-0.491773304794703	6.90300890644009	8.3087987826374e-15	5.09008698369515e-14
RAPGEF2	0.886620201264226	5.05733248818734	8.37290299571651e-15	5.12660632457685e-14
IMPA1	0.985569270895067	4.44888359308633	8.41888951974275e-15	5.15199925409244e-14
CPNE2	0.912790207799277	4.07633928894192	8.76110957279483e-15	5.35855002970565e-14
REEP5	-0.51026569899055	7.5648677660203	8.80983674206402e-15	5.38546688469077e-14
PRPF8	-0.430459474438024	8.49756013164807	8.8167048852202e-15	5.38678013142495e-14
ESRP1	-0.438901040489832	6.50594187010181	8.92282919576851e-15	5.44870249391685e-14
ZNF408	1.01967798909191	4.2516115930249	9.06765575780226e-15	5.5316014150225e-14
C1orf116	0.4783085649123	6.59031376816767	9.06827849601953e-15	5.5316014150225e-14
COL22A1	1.00763854764752	3.0904904909346	9.4623165803267e-15	5.76887922709769e-14
ARL4A	0.677632126071382	5.14167657532409	9.73765999759611e-15	5.93357787253414e-14
HHEX	0.586860834040967	5.41868249186356	9.94339216401561e-15	6.05570623094504e-14
HIGD1A	-0.455932239598566	7.2114013666944	1.01820504864964e-14	6.19774625079378e-14
OSER1	0.636087414148386	6.06895066823881	1.070361723739e-14	6.5117475229388e-14
CAMK2N1	-0.674528734937527	6.0307511355172	1.08884346807068e-14	6.62065556797584e-14
ARID5A	1.07760352141301	3.3202815450119	1.10886722931561e-14	6.73881879029771e-14
PYGB	-0.448733309657055	7.79940469614901	1.1304095152668e-14	6.8660797220543e-14
CLIP1	0.488917858898386	6.36774922984192	1.14317262637265e-14	6.9399091408463e-14
EIF4EBP2	-0.412708243591523	7.92819194821463	1.19075844196695e-14	7.22494742061073e-14
ST13	-0.292433422347498	8.54322153335449	1.23628660062561e-14	7.4972045552285e-14
MFSD2A	2.03259759933952	2.10225525693342	1.26241231638043e-14	7.65157289795531e-14
HSD17B12	-0.469404078815621	6.80130505289988	1.3475861272865e-14	8.16348220314269e-14
AP1M2	-0.59551583393309	6.32673585182495	1.36057593814399e-14	8.23780009657156e-14
CHCHD2	-0.396069704796969	8.79277034191535	1.37335399716027e-14	8.31075777814961e-14
CALM2	-0.350347273088726	9.47713768071776	1.43951534938027e-14	8.70651228536141e-14
TNFSF9	2.93319621786983	2.42159834138129	1.44429023970234e-14	8.73076509837011e-14
PGRMC2	-0.608712911459662	5.79268869798894	1.4660688755975e-14	8.85772582170159e-14
CLDND1	0.637195932293873	5.39590004450407	1.51110529022629e-14	9.12499718378447e-14
PPP2R5D	-0.473980895334429	6.30967781900964	1.55048696888888e-14	9.35785709990944e-14
ZNF75A	1.05099633483227	3.02217896979697	1.55840599728856e-14	9.40068057455305e-14
POC1B-GALNT4	-0.530406691507963	5.78177654556363	1.56853197721264e-14	9.45676463598934e-14
LRCH3	0.853033896181416	4.13590590922291	1.59021871403734e-14	9.58245310628728e-14
ANXA2P1	-0.748440239911223	5.21660373204862	1.624248377305e-14	9.7823465594628e-14
LGALS3	-0.471332003913762	8.84189552432145	1.63988998121285e-14	9.87134195969529e-14
PRSS12	-0.681437504605686	4.26705239172997	1.66545996511071e-14	1.00199760578854e-13
HLA-DRB5	1.3761037670199	1.20761231134275	1.67148287889765e-14	1.00509136442882e-13
CBX1	-0.421505062407612	7.31155145984899	1.69159068357118e-14	1.016646891606e-13
BCL6	0.882371461639309	3.83993802262327	1.6984988070015e-14	1.02026141496359e-13
REXO1	0.711908381107575	5.70158146103746	1.73789290899616e-14	1.04337568492231e-13
DENND5A	0.552597056968181	5.70801095895478	1.7566748761035e-14	1.05409728501416e-13
PI4KB	0.556350908501042	5.70399511627916	1.79460638657255e-14	1.07629231161075e-13
DYNC1I2	-0.481811522342411	6.82599270758454	1.85285213704075e-14	1.11064083193519e-13
ACAT1	-0.593081401418911	6.09260130160269	1.86702378093213e-14	1.1185481580986e-13
SUCLG1	-0.612271789724514	6.47804000481826	1.87162899711308e-14	1.12071887429442e-13
RHPN2	0.494584295188806	6.84908238641041	1.88205436232749e-14	1.12637055255604e-13
