gene	logFC_DE_Caco2_S1.24h_mock.24h	logCPM	PValue	FDR
CCP110	0.487040598385887	4.61649165880581	0.00381572727535932	0.0192014529954479
ZBTB2	0.261945544169353	5.78980601426766	0.00383686534167458	0.0192993142990445
BLVRB	-0.478332064240968	4.80027643933706	0.00383980366517048	0.0193055855641369
UFM1	0.233913116868801	6.1446742175924	0.00384649403247843	0.0193307073503638
CHST9	-0.592420290957656	4.46860831556827	0.0038488956751623	0.0193342633541494
ABCC1	0.328432777903705	5.94185453226302	0.0038531452309295	0.0193470948176852
SLC26A6	-0.38856334093859	4.64094420043294	0.00385580132714869	0.0193519175667317
RFC1	-0.15477349973041	7.02954673735876	0.00386137807106017	0.0193631968470587
ABHD14A-ACY1	-0.38829430767491	5.13625975789584	0.00386144186663503	0.0193631968470587
CPEB3	1.17613263288299	2.88990478070218	0.003872462420346	0.0194099313146284
MRPL45	-0.225591061890447	6.52202180228975	0.00387938736432786	0.0194361053507787
NLE1	0.401585582410179	5.08359247590057	0.00388462543183305	0.0194538087115009
POMT1	-0.360095759773687	4.21997494794743	0.00388678237257976	0.019456073341339
NOTCH3	-0.39458834741744	5.74630841896231	0.00389870687441322	0.0195061588097801
UGGT1	-0.171896617699623	7.61972686190371	0.0039002062914149	0.0195061588097801
SUPT16H	-0.122172009416473	8.1600075353233	0.00394192632958477	0.019703778861113
PSMA2	-0.181599867119709	8.04216809271068	0.00394401236776029	0.019703778861113
TK2	-0.558792639561085	4.77852802322358	0.00394489921121906	0.019703778861113
GRINA	-0.244572288758214	7.3164450671317	0.00396129213166343	0.0197770022303914
SQRDL	0.340869426552974	5.84406833360634	0.00396924671704036	0.0198080510632189
TMBIM4	-0.268103586394861	5.46295539122279	0.00397372115256153	0.0198199411846452
TARBP1	-0.299347776282734	5.09588901945988	0.00397510254724024	0.0198199411846452
SGMS2	0.541421456597102	5.99016091419204	0.00398047858171594	0.0198357829293159
DKK3	-0.438336349561031	4.39459889945386	0.00398175577771513	0.0198357829293159
CCDC6	-0.190228990077461	7.6913969683144	0.0039858185674284	0.019847359210323
SLC50A1	-0.419525195105522	4.73565434816762	0.00399671721991755	0.0198798073900222
AGPAT1	-0.291291420620368	6.54429940653715	0.00399696198237271	0.0198798073900222
ANKS4B	-0.607593558800534	3.16398997531787	0.00399756049768694	0.0198798073900222
PTPRK	-0.213424392278727	7.68669984330346	0.00401578533289899	0.0199585125217908
CROT	-0.428281842523745	3.43681796605464	0.00401688454066007	0.0199585125217908
C22orf46	-0.460826134964286	4.57506886521816	0.00402296735805397	0.0199800376229199
LPAR6	3.59962672885478	2.63896720878353	0.00404277581495639	0.0200696826342311
HDAC6	-0.249921505093291	5.3432961467129	0.00404736627650465	0.0200837353538033
SCML1	0.422478027606316	4.3713806046936	0.00405416609523025	0.0201087343089365
PSMD14	-0.190122440637715	7.23151150195407	0.00406471998878779	0.0201523237324219
TCF4	-0.312392346644205	4.32940828822529	0.00407228309925752	0.0201810538479488
ZBTB17	0.384515610308414	4.22576233131163	0.00407500514094671	0.0201857785041774
PRODH	-0.342273051776095	4.22686465264092	0.00407726883634544	0.0201882296005252
PRTFDC1	-0.279788779838144	5.25658764585947	0.00407977835980703	0.0201884200265485
SNRNP25	-0.226613758410082	5.81795515675327	0.00408084508904297	0.0201884200265485
ZNF217	0.308665524139647	6.68245548487429	0.00408631869047347	0.0202067396942694
HSPA5	-0.107247209944062	9.66196348628435	0.00408968705625516	0.0202097610070399
APBA3	0.388221183591737	4.11468424705288	0.00409047121057235	0.0202097610070399
CCNT1	0.241562358727715	6.15741449459658	0.00409915074563552	0.0202438803374895
TSPAN9	-0.468784469703695	3.88782910069879	0.0041074112077927	0.0202759014336237
UNC13B	-0.356029358005675	5.43857154257088	0.004121069225541	0.0203345279166016
SNAP23	-0.230216675986081	5.95168915973636	0.00412497706437881	0.0203429701466163
VPS13D	-0.348974859943275	5.39451930791197	0.00412634503543474	0.0203429701466163
ROR1	-0.458256433943742	5.31084169052216	0.0041401142696461	0.0204020397925177
HAGH	-0.503131723955813	4.19722471540769	0.004148452772962	0.0204343079403605
CDK18	-0.589512118170563	3.51917276858168	0.00415857529920043	0.0204717315507568
MAP3K11	-0.202231462707811	6.74056571013338	0.00415963773470648	0.0204717315507568
CAP1	-0.123618093693253	8.37781547684401	0.00419117546949813	0.0206180541523199
TMED9	-0.155963146327318	7.98750123956024	0.00419506559237387	0.020623384317996
CWC22	0.237587928548706	5.76635468003906	0.00419587298575193	0.020623384317996
GBAP1	-0.565712667547776	4.29363710465518	0.00420131302390747	0.0206412335522411
ETV3	0.578293144056702	3.77846719171628	0.00420825805297219	0.0206664583298501
PLA2G16	-0.327718815347513	7.31595060804521	0.0042138368659961	0.0206849549039198
CAPRIN1	-0.116847643481382	8.94659533304055	0.00422551127848055	0.0207333448930776
SDE2	0.417435653524062	4.98703601241861	0.00424441292764946	0.0208171399842128
LY6E	-0.26012284098375	7.53708583490269	0.00424705711859394	0.0208211610371618
XPO1	0.153812188976181	8.88272034787527	0.00425179588908132	0.0208354428862538
SH3TC1	0.399577299995068	4.0425975120457	0.00426541840113711	0.0208879227908881
SOX4	0.280861554130014	7.74490931923844	0.00426616560287043	0.0208879227908881
SMARCAD1	0.341594639656526	5.27364859722314	0.00427088235191431	0.0208993607001838
CLINT1	-0.163131324791349	8.0040348774018	0.00427216406847707	0.0208993607001838
MBNL1	0.195427873369433	7.44232919454841	0.0043024034449741	0.0210382735721891
ZNF281	0.18988691976338	6.32229589708959	0.00431268098983075	0.0210794981314511
PHF10	-0.248153736316222	5.37594345630259	0.00431496195701989	0.0210816184997723
SRRM1	-0.222870277926699	6.32517578245923	0.00433626103474555	0.021167683261664
PLLP	-0.618185154161036	3.76163895680078	0.00433628699428463	0.021167683261664
CPNE8	0.318678905712006	4.90247848688858	0.00434706830175931	0.0212112400718166
ERCC2	-0.312706325150953	5.26014989727137	0.00435030073751841	0.0212179411612383
CES1	-0.701880579333515	3.28218395390274	0.00435425468813048	0.0212281541032179
ING4	-0.713452867821099	3.15334415005433	0.00435799539925577	0.0212373191681068
ACAP3	-0.27064238841817	5.17315495395711	0.00436980459919332	0.0212857788692246
SLC2A11	-0.469306301236166	3.50702644773034	0.00437461217378978	0.0213001061175182
OARD1	-0.357154606694672	4.31678694536647	0.00438947537614285	0.0213633613935686
AP1M2	-0.217351328861291	6.32673585182495	0.00440571055929043	0.0214332372605208
RC3H1	0.326243904462598	5.48771709883125	0.00444163923241455	0.0215982011444648
MARC1	-0.278566821803722	5.31528733468235	0.00444340456384853	0.0215982011444648
SNRPD2	-0.192907168149367	7.1771178584545	0.00445109250773035	0.0216263596384532
NFU1	-0.266410927478841	4.98527221726279	0.00446568295204045	0.0216880168219735
STBD1	-0.520400564630955	4.03162958967415	0.00448681514640131	0.0217813786754054
PARM1	-0.444119467280183	4.35845504643867	0.00449335541268252	0.0218038543048238
USP47	0.230712124266495	6.58692589991139	0.00449717947207703	0.0218131361303932
APOH	-0.452330553556859	3.75395065936808	0.00451384072681457	0.0218846491992926
STX10	-0.460251754108847	4.47219270489342	0.00452775323896162	0.021942780346611
KLF11	0.463176317471958	3.91608547370968	0.00455270265981192	0.0220543274433079
BAIAP2L1	0.178289677468003	6.8022499522307	0.00455775532333596	0.0220694363619997
CAD	-0.15121176717039	7.65319033137272	0.00456081877218154	0.0220749044304105
LOC101927482	-0.231016630946803	4.63918182769024	0.0045631972489274	0.0220770539220044
AMOTL2	0.20793594751994	7.49173098165665	0.00457101660375557	0.0221055137706196
ALDH5A1	-0.27996915606081	5.60644848156757	0.00458259122075546	0.0221521023305727
LIMS1	-0.17075370632412	6.75723435368324	0.00458637728069585	0.0221610177411438
IL4R	0.255633031340577	6.25539706267906	0.00460795928930803	0.0222558778539452
NDUFAF4	0.315543954907123	5.05364711766227	0.00461509466351952	0.0222646358291756
PTAR1	0.414199019076154	5.54085863788051	0.00461518967234396	0.0222646358291756
GPRIN1	0.28842677726902	4.88715374120461	0.00461562502162704	0.0222646358291756
TBCK	-0.399497346839493	3.66567805782225	0.00462129046230283	0.0222825467031104
AFG3L2	-0.147467877100806	7.5246142887768	0.0046326328175248	0.0223183894819269
TAB1	-0.307434377146313	4.9454216161392	0.00463263512509285	0.0223183894819269
RCBTB1	-0.31767240158405	4.44175239805392	0.00466435847865761	0.0224617397961685
SULT1A4	-0.419430439955519	4.40868869039604	0.00467623887583039	0.0224964816769426
SULT1A3	-0.419431571817052	4.40868869039604	0.00467690702445361	0.0224964816769426
SPIDR	-0.369299935471984	4.33151774212398	0.00467748628926529	0.0224964816769426
S100A3	0.815228192081353	1.65386789470219	0.00472395615876614	0.0227104092839081
LZTS3	-0.377677786254346	4.40647676382221	0.0047601161773563	0.0228746130240705
GALC	-0.389316861657134	4.83024522187031	0.00477467324841608	0.0229349098418236
GMPR2	-0.299920460387358	5.40337251860932	0.0047828973045487	0.022964748395799
MIPEP	-0.306547301550684	4.90097434175439	0.00479052988073125	0.0229917230987325
OSGIN1	0.630736050909181	3.28405966746902	0.00480629734040574	0.0230577013644602
TCHP	-0.363449220183858	4.60075037466769	0.00483911285753678	0.0232053760685156
NT5DC1	-0.270121445459823	5.42415119564827	0.0048648134693	0.0233123706452487
PTGR1	-0.36256102882805	4.41572998985291	0.00486551010925982	0.0233123706452487
LYPLAL1	-0.449665947948521	3.96530821944297	0.00487268838557315	0.0233263491814757
DCTN1	-0.139253394327148	7.85492970019892	0.00487471433413258	0.0233263491814757
TRAPPC2L	-0.225604405491155	5.81766047545404	0.00487614272826183	0.0233263491814757
LRCH1	0.28973025245125	5.52174042664226	0.0048766029218436	0.0233263491814757
EEF1A2	0.995513935843894	8.01197579466076	0.00488902476724962	0.023375969697788
MRGBP	0.196270493345461	6.41980051284621	0.00489628318836723	0.0233853010797589
FH	-0.163522585543647	6.89147169905698	0.00489711663453104	0.0233853010797589
FNTB	-0.336847938844209	4.63260730302311	0.00489712341896292	0.0233853010797589
NDUFB7	-0.254282040564821	5.97934127371214	0.00491359433037501	0.0234541414021623
RFFL	0.347130732382263	5.26423518856542	0.00491623449352836	0.0234569332251836
FAM162A	-0.352849408885068	4.85982478981163	0.00495673570209505	0.0236311480884491
ALG1L	-0.916757002177198	1.81745194750519	0.0049572196092746	0.0236311480884491
GPR89B	-0.22737119309079	5.81478014961697	0.00495895905299532	0.0236311480884491
PPP1R10	0.257655336373837	6.18419245872481	0.00496844505391962	0.0236664705343842
RNF130	-0.310298115575951	4.89059426315954	0.00498244487209913	0.0237232554548466
DNTTIP1	0.241532457790643	5.86374079153356	0.00499926123107218	0.0237892930521779
NASP	-0.136925801315687	7.89573330788476	0.00500048313608821	0.0237892930521779
UPRT	-0.473079480034222	3.38276406206199	0.00501111658342325	0.0238299473194206
HEXB	-0.172692527234668	7.3996826490994	0.00501977544645399	0.0238611816619656
SRFBP1	0.336827131662139	5.34146871468533	0.00502711525755244	0.0238861225788701
POLR2E	-0.160178704766297	7.42321243156785	0.00503171536796137	0.0238980305844957
CNOT11	-0.157663661486588	6.5120027186081	0.00504142316574868	0.0239341774503701
SUMO2	-0.156060155593211	8.0835614257622	0.00506425477497213	0.0240244533508585
RPL6	-0.130715711527197	9.76064451605224	0.00506464862544164	0.0240244533508585
NELFE	-0.223885792662174	6.73363644248016	0.00506733346965856	0.0240272026959755
SLC2A8	-0.194743632366413	6.85036125869029	0.00507686710434192	0.0240624104077468
MED12	-0.288000735405537	5.85064661666413	0.00508807359061704	0.0241049515197113
ACADM	-0.246019188582936	5.24817437821269	0.00509006686782653	0.0241049515197113
MYH9	-0.179526215475103	10.1011506991004	0.00510751304590231	0.0241775389435434
C11orf31	0.493213443448831	5.28650413483853	0.00512939695430123	0.0242710644442122
SNHG17	0.192551088909685	6.4256408823758	0.00513442691506825	0.0242847966770302
ELOVL5	0.15816163978959	7.42879970572675	0.00514109787655921	0.0243062759176347
ZNF324	0.534478516318085	4.41647436900167	0.00514584637333481	0.0243186520326585
ARRB2	-0.431303532361107	3.79366029602221	0.00516264574767899	0.0243879453304057
CDK19	-0.434349794291214	4.28472357183243	0.00517717479494273	0.0244464608749199
C6orf1	0.520136105493764	4.54279898242543	0.00518796454903524	0.0244872784938541
PHLPP2	-0.283518872149321	4.97027066373513	0.00519032459161608	0.0244882904357645
WDR13	-0.321746315456274	5.49245352170703	0.00519298136233242	0.0244907009455785
C4BPA	-0.765267984797327	2.39469365205088	0.0051961379609297	0.02449546573651
ZZEF1	0.278204461619094	5.44733357513724	0.0052032716963908	0.0245189677419109
DROSHA	-0.195269095757109	6.24375916095189	0.00521125077503863	0.0245464321483763
CCDC167	-0.628604303484222	3.17044145770266	0.00521621924687212	0.0245481423792524
INTS1	-0.137246537850522	7.86904878380897	0.00521659361026554	0.0245481423792524
SPAG1	0.351373696949342	4.83194302872573	0.00521806653921548	0.0245481423792524
PDHA1	-0.152886337418218	7.20192758270559	0.00523930782892251	0.0246333705662634
CXCL8	1.33011067018939	7.83693003511235	0.00524049975772255	0.0246333705662634
KIAA0754	0.49350041511694	6.56737333781832	0.00525255367719753	0.0246785899317848
NDUFB11	-0.224103581637352	6.01071217156318	0.00525444436469263	0.0246785899317848
EGFR	0.22201947380493	7.72594247363023	0.00526215793007974	0.0247046517712876
ACTR10	-0.297467861630949	5.26371938781792	0.00530740825248135	0.0249068463756454
HNRNPH2	-0.210402264386617	6.61749247079984	0.0053176527281605	0.0249446652636645
C2CD2	-0.378904363342465	4.44393057468314	0.00532016111552393	0.0249461786407044
NOX1	-0.55118792328963	4.04353319869394	0.00532292446969861	0.0249488858203985
KIAA0895	0.477678296707542	4.3557805481382	0.00532873014508618	0.0249658444769575
ENGASE	-0.467624871135811	4.07668336084051	0.00534703554891966	0.025041328157497
UTP11	0.2536264884224	5.69297093543028	0.00536537408395242	0.0251169050123663
CTDSP2	-0.198424797822915	6.55665170176457	0.00537322446540851	0.0251433418711387
SMARCE1	-0.206518898627314	8.10331224217231	0.0053782959835595	0.025156759041133
FARP1	-0.166210927423323	6.16947451187997	0.00540189273566586	0.0252554614177087
ZNF205	0.557574238863091	3.79977526697642	0.00540382342784935	0.0252554614177087
GRSF1	0.185884442504169	6.89510593396036	0.00541550837983009	0.0252997122959479
CREBZF	0.175662296710101	6.78369500705816	0.00543134143954596	0.0253632978107766
LRFN4	0.638629987692186	5.20107938969656	0.00543672629164939	0.0253780601908362
ZNF703	-0.219707012418225	4.93397297736749	0.00544632007192317	0.0254124492971624
IFNGR2	0.330005222181391	5.75569532202067	0.00545336618842324	0.0254328322249913
MICU1	-0.237804232252446	6.054924456872	0.00545671428143878	0.0254328322249913
TRAPPC8	0.311511983670883	5.44659434568184	0.00545737370708873	0.0254328322249913
TDRKH	-0.440943387832916	3.65216583416049	0.00548566555113203	0.0255542452796203
TMEM191B	-0.690850004658251	2.55700091937167	0.00549406536609568	0.0255721954140805
HNMT	-0.310423898518226	5.05612804251494	0.00549426813213977	0.0255721954140805
AGBL5	-0.222520149052161	5.70748941641871	0.00549822057881483	0.0255721954140805
GBAS	-0.23375758554898	6.39811168248411	0.00550060542752535	0.0255721954140805
CDKN2AIP	0.399402934346333	4.65047942101404	0.00550072196105911	0.0255721954140805
KCTD5	0.302995022621005	5.57505219532168	0.00551602012564193	0.025632873653889
FAM213A	-0.290052305982733	5.74203890751161	0.00552168139629953	0.0256487382075566
PCID2	-0.272991612801007	5.08926574816681	0.00554009681341035	0.0257238099802491
PPTC7	0.336640965599876	5.52602185819191	0.0055613981182959	0.0258122150159053
ARL17A	-0.240221350758989	6.41679198184016	0.00558200567873597	0.0258973295981356
ERLEC1	-0.285902862781805	5.64170947764304	0.0056012343269189	0.0259695819406625
VPS50	-0.289337719893334	5.15554772272248	0.00560213009181732	0.0259695819406625
ARHGEF26	-0.339460007763552	4.97853774389075	0.00561600062687439	0.0260233110655775
IARS	-0.151100320227684	7.37173544579909	0.00563761165019171	0.0261128497417362
PDIA3P1	-0.184506886648173	6.71189341037727	0.00565493916055101	0.0261824830179994
PPAN-P2RY11	0.193754848847039	6.71725196588147	0.00566161682297739	0.0262027708031796
EHMT1	-0.224723684440518	5.8324794997073	0.00569253069090799	0.0263351652919874
TCF25	-0.204681160920283	6.53031237429435	0.00570721463627914	0.0263923989642844
C14orf159	-0.443630016288837	4.46744357508112	0.00573177949454556	0.0264907538522252
CD55	0.19613114546229	6.81601317477958	0.00573312555988751	0.0264907538522252
HSH2D	-1.36298722506089	4.00325485988567	0.00573983337164012	0.0265110150831763
CHTF18	-0.216237682664878	6.11593507551186	0.00574504349093872	0.0265243452111989
SNHG16	0.176428913524823	6.3673872892526	0.00575092105323441	0.0265407448364595
SMPDL3B	-0.961871226346475	2.85546219616987	0.00576005272895562	0.0265721430054852
PHF19	-0.241972149836785	6.10764353492581	0.00576300508539314	0.0265750210260977
NUDT4P2	0.0994151330802562	8.01186972888481	0.00577372277378222	0.0266136906369857
LAMA3	-0.348808433108789	7.96459631650254	0.00578410386662166	0.0266483097332631
DCXR	-0.316613725625492	5.14419829027638	0.00578766893182868	0.0266483097332631
LOC100129931	-0.18704575897123	6.12332305036906	0.00578823795923589	0.0266483097332631
RPS3A	-0.121105895432214	9.23406220339422	0.00580276539760149	0.0267044199527524
LLGL1	-0.297371393768276	4.90314661452895	0.00580961639908616	0.026725172093015
NOMO1	-0.152473535625444	8.4987220517988	0.00582868583305595	0.0268020916247653
FAHD1	-0.315666325168224	5.08357389446676	0.00583949909039204	0.0268410000477827
GAD1	0.306813165044068	4.48432531682555	0.00584222095296901	0.0268427003769063
RABAC1	-0.442738611611413	5.77436045390978	0.00590735581425883	0.0271310470455276
NDUFB5	-0.232157667528838	6.237042622682	0.00591690257177425	0.0271475079633181
GDI2	-0.119215983796505	8.52716626614262	0.00591743113236959	0.0271475079633181
UFD1L	-0.19374484187747	6.64618367918888	0.00592107038745126	0.0271475079633181
MRPL43	-0.292588461667762	5.24073119791326	0.005922296825687	0.0271475079633181
C21orf91	0.535789059801801	3.80386587397605	0.00592284384183845	0.0271475079633181
HNRNPC	-0.118253399587286	9.17140424951237	0.00592521180553976	0.0271475079633181
UBE3B	-0.340560706130941	5.38619228770572	0.00592799643585321	0.0271493673043309
UBQLN2	-0.265101532631765	5.61504010841901	0.00593999597213256	0.0271934111632366
TRAPPC4	-0.26089672689167	5.56417865712698	0.00595252230074698	0.0272398304003309
STAG3L2	-0.333868913821893	4.53482681250312	0.0059856888552159	0.0273806280178674
SKAP1	0.762039940866688	2.46503971552475	0.00599131110922341	0.0273953660615252
C6orf89	-0.279927660622976	6.33822062383481	0.00599713467368549	0.0274110124272217
BBS2	-0.391127642406217	4.10444570225874	0.00600224652882723	0.0274233945690573
HIBCH	-0.252010135894951	5.26920274203507	0.00602197444587363	0.0275025187478014
ZNF101	0.389983003805775	3.64043103875818	0.00604465385049266	0.0275950537582691
IL10RB	-0.374685494144357	4.36467587835474	0.00605549074980959	0.027633472981838
PTOV1	-0.276123057082357	6.26186816529845	0.0060683056272581	0.0276808841422449
DUSP14	0.377753257271347	5.57826420806404	0.00607325672782367	0.027692400732981
CENPL	0.369186154044543	4.05033335871789	0.00607571515059404	0.0276925467307228
NUDT4P1	0.0986349380802916	8.0130020411928	0.00608690523082982	0.0277303961141336
TUBA1A	-0.110338136087736	9.2069666955583	0.00609129876417157	0.0277303961141336
PEG10	-0.105943305895	10.1148563438835	0.00609130842531613	0.0277303961141336
TMED10	-0.158810255554771	7.58185615374604	0.00610463885610302	0.027780001301716
WDR19	0.415969854496155	3.74277489656154	0.00612627116746939	0.0278673307430562
TXNRD3	-0.72475124582494	3.89623072951931	0.00613440022875561	0.0278931911596764
VAPB	-0.135318750591131	7.48769474706361	0.00614181652471192	0.0279157913168209
SETD5	0.249302037020005	6.78994862557603	0.0061552767262766	0.0279658333109056
GLOD4	-0.254692909632294	5.74035593149055	0.0061627216838876	0.0279885167442138
CMAS	-0.192624654407187	6.28007799175847	0.00617622438851379	0.0280386829539013
APEX1	-0.153558423061013	7.48955932608762	0.0061789220458769	0.0280397762662398
C7orf25	-0.515373348085135	4.02030760266889	0.00618913468086244	0.0280749579144209
KDM4B	-0.308113524511282	4.78127265461471	0.00619476892050898	0.0280893514858041
FOXP1	-0.352791563064111	5.01784550671499	0.00620696980239095	0.0281334973608768
PALM	-0.61738657348086	2.88857272194805	0.00622721549972626	0.0282140573633886
ULK1	-0.54402650566709	3.96260710558034	0.00623922276966269	0.0282572418532382
NFXL1	0.236295407890879	5.38908496865358	0.00624315336252127	0.0282580152624963
WASF2	-0.168462921764631	6.91177995458013	0.00624434543871161	0.0282580152624963
FA2H	0.380537044892371	6.16797449065017	0.00625728450108734	0.028305346020971
HSP90B2P	-0.390608823280122	4.1752743152789	0.0062662070829115	0.0283344775900432
HSPA8	0.0941089947267061	11.5808264294278	0.00627953398907629	0.0283834936306248
NPAS2	-0.632321902666925	5.41885954624213	0.00633680162642395	0.0286310043398165
KNSTRN	-0.232439526274595	5.37536053256247	0.00634863270024828	0.0286731084321067
PCBP2-OT1	-0.324009847843598	4.78323825469789	0.0063581373727315	0.0287046763587756
WDTC1	-0.518874784175647	3.86080514147869	0.00637237711127174	0.0287575879679495
RPL39	0.158001231417863	8.38969157646875	0.00638683601452679	0.0288114464165194
MPST	-0.277858258657565	5.47693940225126	0.00640123934178984	0.0288650116980828
HRAS	0.285607005730521	5.5653865754495	0.0064198577347997	0.0289249320344841
RAP1A	-0.218597419794066	5.62833809847776	0.00642097895994806	0.0289249320344841
CKS1B	-0.174492343370937	6.74628474019709	0.00642213070843623	0.0289249320344841
CHIC2	0.502696613232547	3.70425252300998	0.00645592995557896	0.0290656917487269
PSMD4	-0.128415348051846	7.59394647276956	0.00645920361021826	0.0290689632505603
TKT	-0.148716623716575	8.86390631244365	0.00646398052930477	0.0290789947894976
HEXIM2	-0.633983854790729	3.23753341607365	0.00648229457761608	0.0291498928346463
SDC4	0.195383645077426	8.22585688763829	0.00648540901385334	0.0291524116089437
NIPAL3	-0.958463698568182	4.01000253942825	0.0064913735949066	0.029167734975854
SLC35G2	0.895977007801677	4.34247242260544	0.0065286066308651	0.0293234897591749
CORO7	-0.550716654228579	3.92458738792275	0.00653165074980672	0.0293256215607963
WDR75	0.16835901252946	6.89454781996017	0.00653511698910539	0.0293296461646323
CYB561A3	-0.315580049244319	5.12052138326125	0.00653794134222982	0.0293307879476686
AHSA1	-0.150382944817869	7.62998899674523	0.00654616516422573	0.0293561426401997
INHBA	2.65358303878647	4.75055980928788	0.00655891851285798	0.0294017820059891
KHNYN	-0.235148463971778	6.31675294475319	0.00656896274829331	0.0294352461116103
NCAPD3	-0.16882321715802	7.02963097422356	0.00657467576058722	0.0294492835382975
TLK2	0.238216376811151	5.61113958711351	0.00661192352710627	0.0296045049881773
NUDT5	-0.221040777016958	6.19742981581117	0.00662248943856094	0.0296401850832533
ALDH3A2	-0.289526833010911	5.67073518505964	0.00663777592413788	0.0296969567315506
POLD1	-0.236327549580116	5.93531821623678	0.0066557408099745	0.0297656621725074
LPGAT1	-0.214701035207208	6.51152501006075	0.00666292486590691	0.0297808522404193
CHMP2B	0.148948174233239	7.09445131818462	0.006664356139668	0.0297808522404193
TP53TG1	-0.82657946419481	1.54935975822759	0.00666916784167869	0.0297906898540426
CSRNP2	0.279175239828538	5.06889259587221	0.00669570203144317	0.0298975145871913
NABP2	-0.231711035903964	5.56000177598866	0.00672686410904179	0.0300249120361728
ANAPC1	-0.136985092083054	7.47528038958192	0.00673171727559652	0.0300348277038245
PDE4DIP	-0.2005250068909	5.59695520044017	0.00674711236739666	0.0300837436924892
FAM83H	0.186026972395327	7.9848923083141	0.00674795267263405	0.0300837436924892
SPNS1	-0.303365908110853	5.64896824327419	0.00676542880624862	0.0301431157208704
DPY19L1P2	0.756894599456465	2.85607990362074	0.00676655239436345	0.0301431157208704
PICALM	-0.135779407757875	7.98247666234201	0.0067814824447733	0.0301978381358555
CORO2A	-0.364724191529287	4.82342807954057	0.00678572076023952	0.0302049263013314
PHKB	-0.246137319129342	5.70612494501291	0.00679784535452557	0.030247099037505
SFSWAP	0.23448484008911	5.9978820748955	0.00685840898119106	0.0305046849970123
RRP7A	0.164444831608325	7.28830624555603	0.00686661506224795	0.0305286004357143
FIBP	-0.349877021903744	5.45836271648832	0.00686913571531712	0.0305286004357143
MAP7	-0.169086392852477	6.23278120727375	0.00687837663044125	0.0305531047705467
BLOC1S5	-0.41596024490956	3.78792893787787	0.00688000343996365	0.0305531047705467
ZNF57	0.605924344962761	2.8339483614958	0.00690151038696803	0.0306366931335924
CLTC	-0.131026545616606	9.08374170126439	0.00693680383617076	0.0307813927613596
HSPA13	0.306980775172996	5.54930357125989	0.00696369600237367	0.0308887145258806
P4HA2	-0.288307407818237	5.47258041543456	0.00698502921914975	0.0309713047700684
RPL19	-0.128885674876931	10.4041320261357	0.00699092015788572	0.0309853870920193
B4GAT1	-0.371426442831104	4.04919660979089	0.00699819347044605	0.0310055831048916
ZNF146	0.169654045014917	7.74278765520685	0.00700401998919458	0.0310193558931617
ATP5C1	-0.160506028631893	7.42807376629926	0.00701077131932225	0.0310372122061384
CD99	-0.15901643354619	7.85870691917301	0.00703513893594254	0.0311330130577403
RIT1	0.407729120846795	4.49712927224293	0.0070395385766149	0.031140408439886
KDELR3	-0.452245504194214	4.20029924716821	0.00708494467022411	0.0313291257347027
ARHGAP18	0.271044727623638	6.67812151807859	0.00714133461570853	0.0315662478578937
NCOA6	0.203869711646039	6.63888464704554	0.00714856830168672	0.0315859891704029
ZMAT2	-0.170902478484115	6.83364293836125	0.00718283444735927	0.0317251120540679
ROCK1P1	0.389903824092284	4.35979867693774	0.00719170410123122	0.0317519995773121
VPS26A	-0.146384584383545	7.27263381781279	0.00721752770556683	0.0318536905273141
DYNLT1	-0.280848982500992	5.9714462608785	0.00722522280168716	0.0318753257965426
ZBTB38	0.244900712366999	6.93923862853961	0.00723617633982267	0.0319113139746507
STARD7	-0.134089970727942	8.09391469099028	0.00724562167638476	0.0319406257986015
RSL24D1	0.180189083156861	6.86965854946868	0.00726861179931079	0.0320296009519436
DBNL	-0.19436617243589	7.34644999122403	0.00727174974682359	0.0320310613124267
HTATIP2	-0.209945034409796	6.57972656135087	0.00728420577897591	0.0320735495970108
SLC35B2	-0.261199716528418	7.08805364755826	0.00732576314990208	0.0322311554278226
SOD2	-0.232408599485095	7.33248770691559	0.00732725543521905	0.0322311554278226
ADGRL2	1.9659722600598	6.29073640746758	0.00732847177211948	0.0322311554278226
FBXO21	-0.227160305987403	5.84871228763383	0.00734278015675397	0.0322716773529305
SLC35C2	-0.240030300480133	6.14471935613492	0.00734334058403228	0.0322716773529305
C2CD3	0.237613232302624	5.31909267541141	0.00734760543860977	0.0322779910973262
STIM1	-0.294098957595015	5.93663879718227	0.00736473123222635	0.0323406275610229
RPIA	0.238290033429202	5.70698249608805	0.00736753103116267	0.0323406275610229
IL18	0.40289729537915	5.42469274167776	0.00737818699123032	0.0323749512229572
CCL20	0.854311422907415	4.30969113637356	0.00741982588090796	0.0325429018002397
FLRT3	0.175016615519885	6.32443928216219	0.00742216537159589	0.0325429018002397
SRSF8	-0.197598328227813	5.89360632957399	0.00742623594520845	0.0325482453312842
LINC00242	-0.578796077384995	2.00172120575794	0.00744622304883746	0.0326233181022579
CLDN12	-0.321435587899818	5.15156133712774	0.00749181012703175	0.0328104485724533
ARL3	-0.32012570847097	4.29889247863693	0.00751274964322555	0.0328895326728551
ELOF1	0.220634477103325	5.34883940367075	0.00752328557391054	0.0329166838574961
MOB1A	-0.152819555915659	7.62564848190113	0.00752471989697776	0.0329166838574961
ADIPOR2	-0.17559006466007	6.91311994662061	0.00753024318505897	0.0329282243184207
